date,type,stock,shares,price,amount,pnl,return
2026-01-26,SELL,SHSE.688270,127,212.31,26963.37,2147.5699999999997,8.65404298874104
2026-01-26,SELL,SHSE.688387,1261,17.9,22571.899999999998,-2408.510000000002,-9.641595153962646
2026-01-26,SELL,SHSE.688375,184,132.99,24470.160000000003,-441.5999999999949,-1.7726567693330253
2026-01-26,SELL,SZSE.300170,815,26.18,21336.7,-3643.0499999999993,-14.584013050570954
2026-01-26,SELL,SZSE.300058,1357,20.74,28144.179999999997,3161.8099999999977,12.656165127648
2026-01-26,SELL,SZSE.002195,2106,9.98,21017.88,-3980.3399999999965,-15.92249368155012
2026-01-26,SELL,SZSE.002202,748,28.4,21243.2,-3725.040000000001,-14.919113241461968
2026-01-26,SELL,SZSE.002195,1895,9.98,18912.100000000002,-6082.949999999997,-24.33661865049279
2026-01-26,SELL,SHSE.600783,704,24.17,17015.68,-7976.32,-31.915492957746473
2026-01-26,SELL,SZSE.301171,307,63.0,19341.0,-5624.239999999998,-22.528283325135256
2026-01-26,BUY,SZSE.002716,1382,18.08,24986.559999999998,,
2026-01-26,BUY,SZSE.001337,452,55.25,24973.0,,
2026-01-26,BUY,SHSE.601212,2191,11.41,24999.31,,
2026-01-26,BUY,SZSE.000657,505,49.47,24982.35,,
2026-01-27,BUY,SHSE.688766,98,255.0,24990.0,,
2026-01-27,BUY,SZSE.001337,411,60.78,24980.58,,
2026-01-27,BUY,SHSE.601212,1992,12.55,24999.600000000002,,
2026-01-27,BUY,SHSE.688726,370,67.46,24960.199999999997,,
2026-01-28,BUY,SHSE.688516,255,98.0,24990.0,,
2026-01-28,BUY,SZSE.002716,1288,19.4,24987.199999999997,,
2026-01-28,BUY,SHSE.601212,1810,13.81,24996.100000000002,,
2026-01-28,BUY,SZSE.001337,373,66.86,24938.78,,
2026-01-29,SELL,SZSE.002131,2403,9.57,22996.71,-1994.4900000000016,-7.980769230769235
2026-01-29,SELL,SZSE.301171,307,70.32,21588.239999999998,-3377.0,-13.526807673389085
2026-01-29,SELL,SHSE.688387,1309,18.87,24700.83,-287.97999999999956,-1.1524358302776316
2026-01-29,SELL,SZSE.300244,975,25.05,24423.75,-555.75,-2.2248243559718994
2026-01-29,BUY,SZSE.002716,1182,21.15,24999.3,,
2026-01-29,BUY,SZSE.001337,339,73.53,24926.670000000002,,
2026-01-29,BUY,SHSE.601212,1645,15.19,24987.55,,
2026-01-29,BUY,SHSE.688516,258,96.56,24912.48,,
2026-01-30,SELL,SZSE.002716,2016,19.04,38384.64,13386.239999999998,53.548387096774185
2026-01-30,SELL,SHSE.601179,1599,14.5,23185.5,-1806.8700000000026,-7.2296865003198985
2026-01-30,SELL,SZSE.301171,384,71.6,27494.399999999998,2511.359999999997,10.052259452812784
2026-01-30,SELL,SZSE.002131,2403,9.32,22395.96,-2595.2400000000016,-10.384615384615381
2026-01-30,BUY,SHSE.688516,263,95.0,24985.0,,
2026-01-30,BUY,SHSE.688726,380,65.68,24958.4,,
2026-01-30,BUY,SZSE.002716,1313,19.04,24999.52,,
2026-01-30,BUY,SZSE.001337,377,66.18,24949.860000000004,,
2026-02-02,SELL,SZSE.002716,1520,17.14,26052.8,1063.9999999999964,4.257907542579065
2026-02-02,SELL,SZSE.001337,497,59.56,29601.32,4637.010000000002,18.57455703762694
2026-02-02,SELL,SHSE.688516,277,96.87,26832.99,1900.2200000000012,7.621375402733022
2026-02-02,SELL,SHSE.688525,134,167.9,22498.600000000002,-2487.0399999999972,-9.953877507240161
2026-02-02,SELL,SZSE.000657,588,45.6,26812.8,1816.920000000002,7.268877911079752
2026-02-02,SELL,SHSE.688525,133,167.9,22330.7,-2646.7000000000007,-10.596379126730572
2026-02-02,SELL,SZSE.002716,1666,17.14,28555.24,3565.2400000000016,14.266666666666673
2026-02-02,SELL,SHSE.601179,1617,15.6,25225.2,226.38000000000102,0.9055627425614388
2026-02-02,SELL,SZSE.301171,419,69.01,28915.190000000002,3946.9799999999996,15.80802148011411
2026-02-02,SELL,SZSE.300244,944,23.18,21881.92,-3096.3200000000033,-12.39606953892669
2026-02-02,SELL,SZSE.002716,1832,17.14,31400.48,6412.0,25.65982404692082
2026-02-02,SELL,SHSE.688525,131,167.9,21994.9,-2942.260000000002,-11.79869720529524
2026-02-02,BUY,SZSE.001337,419,59.56,24955.64,,
2026-02-02,BUY,SHSE.601212,2032,12.3,24993.600000000002,,
2026-02-02,BUY,SHSE.688516,258,96.87,24992.460000000003,,
2026-02-02,BUY,SZSE.002716,1458,17.14,24990.120000000003,,
2026-02-03,BUY,SHSE.688726,359,69.5,24950.5,,
2026-02-03,BUY,SHSE.688516,215,116.24,24991.6,,
2026-02-03,BUY,SHSE.688766,86,288.11,24777.460000000003,,
2026-02-03,BUY,SHSE.600916,1924,12.99,24992.760000000002,,
2026-02-04,BUY,SHSE.605376,249,100.1,24924.899999999998,,
2026-02-04,BUY,SZSE.002155,695,35.92,24964.4,,
2026-02-04,BUY,SHSE.688726,338,73.9,24978.2,,
2026-02-04,BUY,SZSE.300017,1495,16.72,24996.399999999998,,
2026-02-05,SELL,SZSE.000657,505,45.45,22952.25,-2030.0999999999985,-8.12613705275924
2026-02-05,SELL,SHSE.601212,2191,10.22,22392.02,-2607.290000000001,-10.429447852760731
2026-02-05,SELL,SZSE.001337,452,46.05,20814.6,-4158.4000000000015,-16.651583710407248
2026-02-05,SELL,SZSE.002716,1382,13.9,19209.8,-5776.759999999998,-23.119469026548668
2026-02-05,BUY,SZSE.300017,1391,17.97,24996.269999999997,,
2026-02-05,BUY,SHSE.603103,789,31.66,24979.74,,
2026-02-05,BUY,SHSE.600986,1610,15.52,24987.2,,
2026-02-05,BUY,SZSE.002155,764,32.71,24990.440000000002,,
2026-02-06,SELL,SHSE.688726,370,72.5,26825.0,1864.800000000003,7.471093981618737
2026-02-06,SELL,SHSE.601212,1992,9.6,19123.2,-5876.4000000000015,-23.50597609561754
2026-02-06,SELL,SZSE.001337,411,46.39,19066.29,-5914.290000000001,-23.675551168147415
2026-02-06,SELL,SHSE.688766,98,275.5,26999.0,2009.0,8.039215686274503
2026-02-06,BUY,SZSE.002155,695,35.96,24992.2,,
2026-02-06,BUY,SHSE.688726,344,72.5,24940.0,,
2026-02-06,BUY,SHSE.688516,212,117.8,24973.6,,
2026-02-06,BUY,SHSE.603103,748,33.4,24983.2,,
